Industry,City,State,Zip Code,Latitude,Longitude,Major 1,Major 2,Major 3,Major 4,Major 5,Class Year,Class Year Date
Computers/IT,Manhattan Beach,CA,90266,33.8847361,-118.4109089,History,,,,,1993,1/1/1993
Homemaking,Manhattan Beach,CA,90266,33.8847361,-118.4109089,Music,,,,,1956,1/1/1956
Counseling,Pacific Palisades,CA,90272,34.0356331,-118.5155901,Psychology,,,,,2004,1/1/2004
Homemaking,Pacific Palisades,CA,90272,34.0356331,-118.5155901,No Major,,,,,1957,1/1/1957
Healthcare,Palos Verdes Peninsula,CA,90274,33.7793751,-118.3520389,No Major,,,,,1962,1/1/1962
Education,Rancho Palos Verdes,CA,90275,33.7456493,-118.3637264,English,,,,,1988,1/1/1988
Engineering,Rancho Palos Verdes,CA,90275,33.7456493,-118.3637264,Philosophy,,,,,1973,1/1/1973
Education,Redondo Beach,CA,90277,33.8322129,-118.3870991,No Major,,,,,1956,1/1/1956
Education,Redondo Beach,CA,90277,33.8322129,-118.3870991,English,,,,,1964,1/1/1964
Engineering,Redondo Beach,CA,90277,33.8322129,-118.3870991,Economics,,,,,1971,1/1/1971
Student,Redondo Beach,CA,90278,33.865913,-118.3754131,Sociology,Anthropology,,,,2009,1/1/2009
Healthcare,Topanga,CA,90290,34.1076983,-118.61481,Bio-Psychology,,,,,1982,1/1/1982
Other,Toganga,CA,90290,34.1076983,-118.61481,Political Science,,,,,1985,1/1/1985
Student,Topanga,CA,90290,34.1076983,-118.61481,Political Science,,,,,2010,1/1/2010
Legal Professions,Marina del Rey,CA,90292,33.9802893,-118.4517449,Economics,,,,,2011,1/1/2011
Other,Marina Del Rey,CA,90292,33.9802893,-118.4517449,Sociology,Anthropology,,,,1990,1/1/1990
Marketing,Venice,CA,90294,33.99,-118.46,Religion,,,,,1971,1/1/1971
Counseling,Inglewood,CA,90305,33.9596334,-118.3286614,No Major,,,,,1975,1/1/1975
Social Service,Inglewood,CA,90305,33.9596334,-118.3286614,American Studies,Media Studies,,,,2005,1/1/2005
Arts and Design,Santa Monica,CA,90402,34.0352816,-118.5068325,Religion,Archaeology,,,,1998,1/1/1998
Clergy and Religious Leadership,Santa Monica,CA,90402,34.0352816,-118.5068325,Political Science,,,,,1974,1/1/1974
Communications and Media,Santa Monica,CA,90402,34.0352816,-118.5068325,History,,,,,1977,1/1/1977
Healthcare,Santa Monica,CA,90402,34.0352816,-118.5068325,No Major,,,,,1975,1/1/1975
Healthcare,Santa Monica,CA,90402,34.0352816,-118.5068325,Biology,,,,,2005,1/1/2005
Social Service,Santa Monica,CA,90402,34.0352816,-118.5068325,Sociology,Anthropology,,,,1976,1/1/1976
Education,Santa Monica,CA,90403,34.0279895,-118.495155,English,,,,,1987,1/1/1987
Legal Professions,Santa Monica,CA,90403,34.0279895,-118.495155,No Major,,,,,1975,1/1/1975
Other,Santa Monica,CA,90403,34.0279895,-118.495155,Biochemistry,,,,,1995,1/1/1995
Student,Santa Monica,CA,90403,34.0279895,-118.495155,Political Science,,,,,1983,1/1/1983
Arts and Design,Santa Monica,CA,90404,34.02875,-118.4717975,Psychology,Cinema and Media Studies,,,,2008,1/1/2008
Communications and Media,Santa Monica,CA,90404,34.02875,-118.4717975,No Major,,,,,2001,1/1/2001
Arts and Design,Santa Monica,CA,90405,34.009746,-118.4659576,English,,,,,1984,1/1/1984
Business and Commerce,Santa Monica,CA,90405,34.009746,-118.4659576,Psychology,Media Studies,,,,1996,1/1/1996
Environment and Recreation,Santa Monica,CA,90405,34.009746,-118.4659576,Biology,,,,,2001,1/1/2001
Research and Development,Santa Monica,CA,90405,34.009746,-118.4659576,Chemistry,,,,,1999,1/1/1999
Public Service,Santa Monica,CA,90409,34,-118.48,Philosophy,,,,,1981,1/1/1981
"Banking, Finance, and Investment",Torrance,CA,90504,33.8673266,-118.3286614,History,,,,,1999,1/1/1999
Communications and Media,Whittier,CA,90601,34.0080684,-118.0303189,History,,,,,1973,1/1/1973
Education,Whittier,CA,90602,33.9717336,-118.0215363,English,Spanish,,,,1995,1/1/1995
Education,Whittier,CA,90603,33.9443011,-117.9931472,Political Science,Latin American Studies Conc.,,,,1999,1/1/1999
Student,Whittier,CA,90603,33.9443011,-117.9931472,Sociology,Anthropology,,,,1984,1/1/1984
Performing Arts,Buena Park,CA,90621,33.8794822,-117.9893301,Religion,,,,,1994,1/1/1994
Education,Cypress,CA,90630,33.816539,-118.0361736,Geology,,,,,1996,1/1/1996
Education,Cerritos,CA,90703,33.8724552,-118.0595907,Economics,,,,,2001,1/1/2001
Communications and Media,Lakewood,CA,90712,33.8493162,-118.153228,No Major,,,,,1955,1/1/1955
Clergy and Religious Leadership,Los Alamitos,CA,90720,33.7976003,-118.0712981,Chemistry,,,,,1993,1/1/1993
Legal Professions,San Pedro,CA,90732,33.7349075,-118.3140488,Special Major,,,,,1972,1/1/1972
Legal Professions,San Pedro,CA,90732,33.7349075,-118.3140488,English,,,,,1999,1/1/1999
Social Service,Carson,CA,90746,33.8540061,-118.2585096,Psychology,,,,,1999,1/1/1999
Other,Long Beach,CA,90806,33.8065036,-118.1912538,No Major,,,,,1976,1/1/1976
Other,Long Beach,CA,90808,33.8197825,-118.1064156,No Major,,,,,1954,1/1/1954
Real Estate,Long Beach,CA,90814,33.7709051,-118.1429889,Philosophy,,,,,1997,1/1/1997
Research and Development,Long Beach,CA,90815,33.7963296,-118.1181199,No Major,,,,,1979,1/1/1979
Public Service,Altadena,CA,91001,34.2103962,-118.1239717,No Major,,,,,1983,1/1/1983
Student,Altadena,CA,91001,34.2103962,-118.1239717,Biology,,,,,2016,1/1/2016
Homemaking,Arcadia,CA,91006,34.1172361,-118.0244639,No Major,,,,,1957,1/1/1957
Arts and Design,Duarte,CA,91010,34.1579788,-117.9424743,No Major,,,,,1965,1/1/1965
Healthcare,La Canada Flintridge,CA,91011,34.2068182,-118.2000277,Chemistry,,,,,1979,1/1/1979
Sciences,La Canada Flintridge,CA,91011,34.2068182,-118.2000277,Geology,,,,,1979,1/1/1979
Business and Commerce,Monrovia,CA,91016,34.1574588,-118.0068979,Music,,,,,2002,1/1/2002
Legal Professions,Monrovia,CA,91016,34.1574588,-118.0068979,English,,,,,1998,1/1/1998
Arts and Design,South Pasadena,CA,91030,34.1161196,-118.1503488,Art History,,,,,2008,1/1/2008
Arts and Design,South Pasadena,CA,91030,34.1161196,-118.1503488,English,,,,,1979,1/1/1979
Legal Professions,South Pasadena,CA,91030,34.1161196,-118.1503488,English,,,,,1992,1/1/1992
Performing Arts,Shadow Hills,CA,91040,34.2575262,-118.3549609,English,,,,,1977,1/1/1977
Sports,Tujunga,CA,91042,34.2596475,-118.3082747,Cinema and Media Studies,,,,,1998,1/1/1998
Counseling,Pasadena,CA,91101,34.1427587,-118.1386005,No Major,,,,,1956,1/1/1956
Communications and Media,Pasadena,CA,91103,34.1672881,-118.153228,No Major,,,,,1977,1/1/1977
Research and Development,Pasadena,CA,91103,34.1672881,-118.153228,Computer Science,Cognitive Science,,,,2001,1/1/2001
Performing Arts,Pasadena,CA,91104,34.1657707,-118.1181199,Music,,,,,1973,1/1/1973
"Banking, Finance, and Investment",Pasadena,CA,91105,34.1406082,-118.1678543,History,,,,,1971,1/1/1971
Counseling,Pasadena,CA,91105,34.1406082,-118.1678543,No Major,,,,,1962,1/1/1962
Sciences,Pasadena,CA,91106,34.1456654,-118.1268976,Chemistry,Mathematics,,,,2013,1/1/2013
"Libraries, Archives, and Museums",Pasadena,CA,91107,34.1642396,-118.0830047,Asian Studies,,,,,1972,1/1/1972
Environment and Recreation,Pasadena,CA,91125,34.1378866,-118.1247032,Chemistry,,,,,2012,1/1/2012
Student,Pasadena,CA,91125,34.1378866,-118.1247032,Physics,,,,,2017,1/1/2017
Computers/IT,Glendale,CA,91202,34.1688371,-118.2702036,No Major,,,,,1997,1/1/1997
Performing Arts,Glendale,CA,91206,34.1527251,-118.2117257,No Major,,,,,1978,1/1/1978
Arts and Design,Glendale,CA,91207,34.1893001,-118.2702036,History,,,,,1996,1/1/1996
Research and Development,Glendale,CA,91208,34.1980641,-118.2351192,Mathematics,,,,,1966,1/1/1966
Insurance,Canoga Park,CA,91306,34.2048586,-118.5739621,Special Major,,,,,1957,1/1/1957
Marketing,Encino,CA,91316,34.1583323,-118.5155901,No Major,,,,,1998,1/1/1998
Business and Commerce,Northridge,CA,91324,34.2413938,-118.5506158,No Major,,,,,1972,1/1/1972
Research and Development,Northridge,CA,91325,34.2400436,-118.5155901,History,,,,,1964,1/1/1964
Performing Arts,Porter Ranch,CA,91326,34.2822134,-118.5506158,Psychology,,,,,1964,1/1/1964
Communications and Media,Granada Hills,CA,91344,34.2801972,-118.4980744,Political Science,,,,,1994,1/1/1994
Military/Protective Services,Mission Hills,CA,91345,34.264995,-118.4571974,Political Science,,,,,2017,1/1/2017
Student,Santa Clarita,CA,91350,34.4338228,-118.5155901,English,,,,,1983,1/1/1983
Computers/IT,Tarzana,CA,91356,34.1662848,-118.5447787,No Major,,,,,1977,1/1/1977
Homemaking,Thousand Oaks,CA,91360,34.2024698,-118.8741429,Sociology,,,,,1949,1/1/1949
Sciences,Thousand Oaks,CA,91360,34.2024698,-118.8741429,Chemistry,,,,,1962,1/1/1962
Agriculture and Forestry,Westlake Village,CA,91362,34.1971476,-118.824722,Art History,,,,,2000,1/1/2000
"Banking, Finance, and Investment",Thousand Oaks,CA,91362,34.1971476,-118.824722,No Major,,,,,1975,1/1/1975
Business and Commerce,Thousand Oaks,CA,91362,34.1971476,-118.824722,Economics,,,,,1976,1/1/1976
Clergy and Religious Leadership,Woodland Hills,CA,91364,34.1544724,-118.5914696,Chemistry,,,,,1995,1/1/1995
Insurance,Canyon Country,CA,91387,34.413057,-118.4163103,Political Science,,,,,1961,1/1/1961
Communications and Media,Santa Clarita,CA,91390,34.3916641,-118.542586,Political Science,,,,,1987,1/1/1987
Healthcare,Sherman Oaks,CA,91403,34.1423899,-118.4571974,Biology,,,,,1977,1/1/1977
Student,Van Nuys,CA,91406,34.1985119,-118.4980744,History,,,,,2002,1/1/2002
Student,Sherman Oaks,CA,91423,34.1482691,-118.4338345,No Major,,,,,1997,1/1/1997
Clergy and Religious Leadership,Encino,CA,91436,34.1540054,-118.4922355,Judaic Studies,,,,,1976,1/1/1976
Social Service,Burbank,CA,91504,34.2053511,-118.3286614,No Major,,,,,1976,1/1/1976
Performing Arts,North Hollywood,CA,91601,34.1658804,-118.3637264,Dance,Psychology,,,,2000,1/1/2000
Arts and Design,Alta Loma,CA,91701,34.1222317,-117.5981086,No Major,,,,,1978,1/1/1978
Fundraising,Azusa,CA,91702,34.1336186,-117.9075627,English,,,,,2004,1/1/2004
Computers/IT,Chino Hills,CA,91709,33.959453,-117.7256083,Undecided,,,,,1989,1/1/1989
Other,Chino,CA,91710,34.0120229,-117.6786847,English,,,,,2012,1/1/2012
Arts and Design,Claremont,CA,91711,34.1707374,-117.702148,Studio Art,,,,,1974,1/1/1974
Counseling,Claremont,CA,91711,34.1707374,-117.702148,Sociology,Anthropology,,,,1995,1/1/1995
Education,Claremont,CA,91711,34.1707374,-117.702148,English,,,,,2009,1/1/2009
Education,Claremont,CA,91711,34.1707374,-117.702148,Sociology,,,,,1949,1/1/1949
Other,Claremont,CA,91711,34.1707374,-117.702148,Music,,,,,1982,1/1/1982
Student,Claremont,CA,91711,34.1707374,-117.702148,Psychology,,,,,2002,1/1/2002
Social Service,Covina,CA,91722,34.0948204,-117.9073244,Latin American Studies,,,,,1997,1/1/1997
Sciences,Hacienda Heights,CA,91745,33.9990858,-117.9834738,Biology,,,,,1970,1/1/1970
Legal Professions,La Verne,CA,91750,34.1008426,-117.7678355,No Major,,,,,1969,1/1/1969
"Building, Trades, and Crafts",Ontario,CA,91762,34.0420153,-117.6610854,Latin American Studies,,,,,1990,1/1/1990
Service/Hospitality,Ontario,CA,91762,34.0420153,-117.6610854,Physics,,,,,1983,1/1/1983
Homemaking,Diamond Bar,CA,91765,33.9945546,-117.8135579,History,,,,,1996,1/1/1996
Computers/IT,Upland,CA,91784,34.1616368,-117.6552185,Chemistry,,,,,2000,1/1/2000
Military/Protective Services,Upland,CA,91786,34.1036996,-117.6610854,English,,,,,1994,1/1/1994
Performing Arts,Alhambra,CA,91801,34.0837958,-118.1181199,Music,,,,,2010,1/1/2010
Other,Chula Vista,CA,91910,32.6385134,-117.0617553,History,,,,,1962,1/1/1962
Performing Arts,Chula Vista,CA,91913,32.6168755,-116.9970153,Sociology,Anthropology,,,,1998,1/1/1998
Communications and Media,La Mesa,CA,91941,32.7699547,-116.9911288,English,,,,,1983,1/1/1983
Social Service,La Mesa,CA,91941,32.7699547,-116.9911288,No Major,,,,,1948,1/1/1948
Communications and Media,Spring Valley,CA,91977,32.7215291,-116.9970153,Philosophy,,,,,1976,1/1/1976
Education,Spring Valley,CA,91977,32.7215291,-116.9970153,History,,,,,1961,1/1/1961
Computers/IT,Bonsall,CA,92003,33.2822878,-117.185294,No Major,,,,,1975,1/1/1975
Education,Cardiff By The Sea,CA,92007,33.0170252,-117.2734901,Latin American Studies,,,,,1995,1/1/1995
Service/Hospitality,Cardiff by the Sea,CA,92007,33.0170252,-117.2734901,No Major,,,,,1962,1/1/1962
Marketing,Carlsbad,CA,92009,33.095442,-117.2499749,Biology,,,,,1988,1/1/1988
Research and Development,Carlsbad,CA,92009,33.095442,-117.2499749,Chemistry,,,,,1994,1/1/1994
Sciences,Carlsbad,CA,92009,33.095442,-117.2499749,Biology,,,,,1994,1/1/1994
Sciences,Carlsbad,CA,92009,33.095442,-117.2499749,Chemistry,,,,,1997,1/1/1997
Insurance,Del Mar,CA,92014,32.9594891,-117.2653146,Political Science,,,,,1977,1/1/1977
"Libraries, Archives, and Museums",Del Mar,CA,92014,32.9594891,-117.2653146,Spanish,,,,,2014,1/1/2014
Sciences,Del Mar,CA,92014,32.9594891,-117.2653146,Chemistry,,,,,1969,1/1/1969
Social Service,Del Mar,CA,92014,32.9594891,-117.2653146,No Major,,,,,1972,1/1/1972
Clergy and Religious Leadership,El Cajon,CA,92021,32.8324351,-116.8792553,Religion,,,,,1997,1/1/1997
Sciences,El Cajon,CA,92021,32.8324351,-116.8792553,Chemistry,,,,,2005,1/1/2005
Business and Commerce,Encinitas,CA,92024,33.052083,-117.2793685,Economics,,,,,1986,1/1/1986
Business and Commerce,Encinitas,CA,92024,33.052083,-117.2793685,Mathematics,,,,,1960,1/1/1960
Planning,Encinitas,CA,92024,33.052083,-117.2793685,History,,,,,1962,1/1/1962
Research and Development,Encinitas,CA,92024,33.052083,-117.2793685,Chemistry,,,,,2002,1/1/2002
Sciences,Encinitas,CA,92024,33.052083,-117.2793685,Geology,,,,,1949,1/1/1949
Computers/IT,Escondido,CA,92027,33.1467885,-117.0087877,Mathematics,,,,,1964,1/1/1964
Marketing,Escondido,CA,92027,33.1467885,-117.0087877,Political Science,,,,,1978,1/1/1978
Arts and Design,La Jolla,CA,92037,32.8283259,-117.255854,No Major,,,,,1980,1/1/1980
"Banking, Finance, and Investment",La Jolla,CA,92037,32.8283259,-117.255854,Political Science,,,,,1995,1/1/1995
"Banking, Finance, and Investment",La Jolla,CA,92037,32.8283259,-117.255854,No Major,,,,,1954,1/1/1954
Computers/IT,La Jolla,CA,92037,32.8283259,-117.255854,Physics,,,,,1966,1/1/1966
Homemaking,La Jolla,CA,92037,32.8283259,-117.255854,No Major,,,,,1947,1/1/1947
Legal Professions,La Jolla,CA,92037,32.8283259,-117.255854,No Major,,,,,1983,1/1/1983
Business and Commerce,Oceanside,CA,92056,33.192168,-117.3028803,Political Science,,,,,1970,1/1/1970
Counseling,Oceanside,CA,92056,33.192168,-117.3028803,Biology,Psychology,,,,1984,1/1/1984
Service/Hospitality,Oceanside,CA,92058,33.2773221,-117.3381427,Economics,,,,,1997,1/1/1997
Homemaking,Poway,CA,92064,32.9799762,-117.0087877,No Major,,,,,1966,1/1/1966
"Banking, Finance, and Investment",Rancho Santa Fe,CA,92067,33.0176773,-117.226457,Economics,,,,,1987,1/1/1987
Business and Commerce,Rancho Santa Fe,CA,92067,33.0176773,-117.226457,Chemistry,,,,,1957,1/1/1957
Arts and Design,Lake San Marcos,CA,92069,33.1261506,-117.2083682,No Major,,,,,1967,1/1/1967
Homemaking,San Marcus,CA,92069,33.1630271,-117.1617685,No Major,,,,,1949,1/1/1949
Engineering,Solana Beach,CA,92075,32.9956666,-117.2646723,Economics,,,,,2015,1/1/2015
Sciences,Vista,CA,92083,33.2013734,-117.2529145,No Major,,,,,1992,1/1/1992
Business and Commerce,San Diego,CA,92101,32.7269669,-117.1647094,Physics,,,,,1983,1/1/1983
Counseling,San Diego,CA,92102,32.7162223,-117.1323579,Psychology,,,,,2010,1/1/2010
Research and Development,San Diego,CA,92102,32.7162223,-117.1323579,Chemistry,,,,,1981,1/1/1981
Education,San Diego,CA,92103,32.749789,-117.1676501,Computer Science,Educational Studies,,,,2011,1/1/2011
Healthcare,San Diego,CA,92103,32.749789,-117.1676501,Political Science,,,,,1986,1/1/1986
Sciences,San Diego,CA,92103,32.749789,-117.1676501,Biology,,,,,1996,1/1/1996
Student,San Diego,CA,92103,32.749789,-117.1676501,Chemistry,,,,,1993,1/1/1993
Arts and Design,San Diego,CA,92104,32.7398671,-117.1205925,Economics,,,,,1985,1/1/1985
Social Service,San Diego,CA,92104,32.7398671,-117.1205925,Religion,Psychology,,,,1965,1/1/1965
Sports,San Diego,CA,92104,32.7398671,-117.1205925,English,,,,,1993,1/1/1993
Business and Commerce,San Diego,CA,92106,32.7090984,-117.241156,Asian Studies,,,,,1985,1/1/1985
"Libraries, Archives, and Museums",San Diego,CA,92106,32.7090984,-117.241156,Undecided,,,,,1991,1/1/1991
Engineering,San Diego,CA,92107,32.7409782,-117.2499749,Physics,,,,,2006,1/1/2006
Sciences,San Diego,CA,92107,32.7409782,-117.2499749,Biology,,,,,1968,1/1/1968
Homemaking,San Diego,CA,92109,32.7920948,-117.2323367,English,,,,,1970,1/1/1970
Legal Professions,San Diego,CA,92109,32.7920948,-117.2323367,Cinema and Media Studies,,,,,2018,1/1/2018
Homemaking,San Diego,CA,92111,32.8256427,-117.1558867,No Major,,,,,1955,1/1/1955
Sciences,San Diego,CA,92112,32.7198551,-117.1600022,Geology,,,,,1978,1/1/1978
Sciences,San Diego,CA,92115,32.7612759,-117.0735241,Chemistry,Biochemistry,,,,2014,1/1/2014
Social Service,San Diego,CA,92115,32.7612759,-117.0735241,Political Science,,,,,1978,1/1/1978
Counseling,San Diego,CA,92116,32.7679176,-117.1235339,English,,,,,1971,1/1/1971
Healthcare,San Diego,CA,92116,32.7679176,-117.1235339,Biology,,,,,1982,1/1/1982
Arts and Design,San Diego,CA,92117,32.8250767,-117.2029363,No Major,,,,,1978,1/1/1978
Military/Protective Services,San Diego,CA,92117,32.8250767,-117.2029363,History,Medieval & Renaissance Studies,,,,2006,1/1/2006
Communications and Media,Coronado,CA,92118,32.6920499,-117.1911749,Political Science,,,,,1968,1/1/1968
Military/Protective Services,Coronado,CA,92118,32.6920499,-117.1911749,History,,,,,1964,1/1/1964
Performing Arts,Coronado,CA,92118,32.6920499,-117.1911749,Psychology,,,,,1961,1/1/1961
Military/Protective Services,San Diego,CA,92119,32.8112871,-117.0382158,Political Science,,,,,2014,1/1/2014
"Libraries, Archives, and Museums",San Diego,CA,92120,32.7926264,-117.0735241,Philosophy,,,,,1991,1/1/1991
Homemaking,San Diego,CA,92122,32.8563846,-117.2029363,Psychology,,,,,1976,1/1/1976
Other,San Diego,CA,92122,32.8563846,-117.2029363,Mathematics,,,,,1972,1/1/1972
Public Service,San Diego,CA,92122,32.8563846,-117.2029363,Political Science,,,,,1966,1/1/1966
Sciences,San Diego,CA,92122,32.8563846,-117.2029363,Biology,,,,,1974,1/1/1974
Student,San Diego,CA,92122,32.8563846,-117.2029363,Biology,,,,,2009,1/1/2009
Student,San Diego,CA,92124,32.8250787,-117.091176,No Major,,,,,1998,1/1/1998
Counseling,San Diego,CA,92126,32.9184763,-117.1382404,Political Science,,,,,1996,1/1/1996
"Banking, Finance, and Investment",San Diego,CA,92127,33.0227476,-117.1382404,Latin American Studies,,,,,1989,1/1/1989
"Building, Trades, and Crafts",San Diego,CA,92127,33.0227476,-117.1382404,Chemistry,,,,,1992,1/1/1992
Education,San Diego,CA,92128,33.0013938,-117.0735241,Psychology,Educational Studies,,,,1957,1/1/1957
Homemaking,San Diego,CA,92128,33.0013938,-117.0735241,Physics,,,,,1973,1/1/1973
Communications and Media,San Diego,CA,92129,32.9657005,-117.1147095,Classics,,,,,1989,1/1/1989
Sciences,San Diego,CA,92129,32.9657005,-117.1147095,Chemistry,,,,,2007,1/1/2007
"Banking, Finance, and Investment",San Diego,CA,92130,32.9436607,-117.2088167,Economics,,,,,1995,1/1/1995
Business and Commerce,San Diego,CA,92130,32.9436607,-117.2088167,Economics,,,,,2011,1/1/2011
Computers/IT,San Diego,CA,92131,32.8932137,-117.0676398,Mathematics,Computer Science,,,,1998,1/1/1998
Homemaking,San Diego,CA,92131,32.8932137,-117.0676398,Urban Studies,,,,,1996,1/1/1996
"Banking, Finance, and Investment",Indian Wells,CA,92210,33.6871383,-116.3367515,No Major,,,,,1953,1/1/1953
Other,Palm Desert,CA,92260,33.6917281,-116.4075854,Chemistry,,,,,1956,1/1/1956
"Banking, Finance, and Investment",Palm Springs,CA,92262,33.8613433,-116.5727815,No Major,,,,,1961,1/1/1961
Healthcare,Palm Springs,CA,92262,33.8613433,-116.5727815,Biology,,,,,1966,1/1/1966
Engineering,Palm Springs,CA,92264,33.7553867,-116.5373923,No Major,,,,,1962,1/1/1962
Public Service,Palm Springs,CA,92264,33.7553867,-116.5373923,Political Science,,,,,1968,1/1/1968
Student,Fontana,CA,92336,34.145515,-117.4673845,Political Science,,,,,1994,1/1/1994
Homemaking,Redlands,CA,92373,34.0127473,-117.1617685,Sociology,Anthropology,,,,1973,1/1/1973
Counseling,Running Springs,CA,92382,34.2244855,-117.1382404,Philosophy,,,,,1972,1/1/1972
Counseling,Yucaipa,CA,92399,34.0593543,-117.0087877,History,,,,,1966,1/1/1966
Engineering,Riverside,CA,92504,33.9012386,-117.3910247,Physics,,,,,1986,1/1/1986
Public Service,Riverside,CA,92504,33.9012386,-117.3910247,Philosophy,,,,,1986,1/1/1986
Sciences,Hemet,CA,92544,33.7475203,-116.9719684,Geology,,,,,1991,1/1/1991
Military/Protective Services,Hemet,CA,92545,33.736074,-117.0205594,No Major,,,,,1972,1/1/1972
Homemaking,Murrieta,CA,92562,33.5539143,-117.2139232,No Major,,,,,1950,1/1/1950
